pmcid_orig,version_orig,flesch_kincaid_orig,reading_ease_orig,word_count_orig,pmcid_300,version_300,flesch_kincaid_300,reading_ease_300,word_count_300,pmcid,delta_flesch_kincaid,delta_reading_ease,delta_word_count
10364922,original,12.588714285714286,24.756285714285752,224,10364922,300,12.25146953405018,25.630537634408626,279,10364922,-0.3372447516641053,0.8742519201228731,55
10372755,original,11.449488388601566,37.30171661089142,519,10372755,300,9.753687258687261,42.876162013662025,259,10372755,-1.6958011299143045,5.574445402770607,-260
10373661,original,10.93633130081301,44.03913109756101,246,10373661,300,3.653333333333336,84.90000000000003,9,10373661,-7.282997967479673,40.86086890243902,-237
10374196,original,14.521401006711411,24.12458473154365,298,10374196,300,13.3668085106383,27.133333333333354,235,10374196,-1.1545924960731107,3.008748601789705,-63
10392959,original,0.0,0.0,0,10392959,300,12.665535714285713,22.43925595238099,245,10392959,12.665535714285713,22.43925595238099,245
10416337,original,15.308709677419355,22.116397849462373,310,10416337,300,15.00362995594714,14.448234948605005,227,10416337,-0.3050797214722145,-7.668162900857368,-83
10416684,original,0.0,0.0,0,10416684,300,11.417607697354036,41.38750054668708,269,10416684,11.417607697354036,41.38750054668708,269
10416686,original,11.462563718140931,35.33924287856075,290,10416686,300,10.464825783972127,39.695769900830896,287,10416686,-0.9977379341688035,4.356527022270143,-3
10423790,original,14.898493647912886,15.433239564428334,290,10423790,300,15.11703521393412,12.741501325255598,278,10423790,0.21854156602123354,-2.691738239172736,-12
10433136,original,12.687861471861474,31.526077922077945,462,10433136,300,12.512154195011341,21.51869236583522,245,10433136,-0.1757072768501331,-10.007385556242724,-217
10440363,original,11.731721194879093,35.23137980085349,259,10440363,300,11.039174942704356,35.18563789152029,238,10440363,-0.6925462521747363,-0.0457419093332021,-21
10468100,original,11.153345454545455,28.59200606060608,250,10468100,300,11.276738911290327,28.922595766129064,256,10468100,0.12339345674487134,0.33058970552298206,6
10481925,original,11.322841719683826,39.475228455754774,273,10481925,300,9.29547619047619,47.12035714285716,273,10481925,-2.0273655292076356,7.645128687102385,0
10492188,original,12.294079250720465,37.822444524495694,347,10492188,300,11.196337545126358,39.45883844765345,277,10492188,-1.0977417055941068,1.6363939231577547,-70
10510966,original,16.22816091954023,13.149597701149446,174,10510966,300,15.6379927797834,15.837181708784613,277,10510966,-0.5901681397568304,2.6875840076351665,103
10527167,original,16.58793103448276,15.867864721485432,290,10527167,300,15.791660516605166,18.9735708203236,271,10527167,-0.7962705178775948,3.1057060988381693,-19
10527595,original,13.417441860465122,34.21440966010735,258,10527595,300,13.05756772673734,29.44938260698865,283,10527595,-0.3598741337277822,-4.7650270531187005,25
10528824,original,15.356157635467984,21.861034482758612,290,10528824,300,15.266837209302327,16.24211627906979,258,10528824,-0.08932042616565639,-5.618918203688821,-32
10531791,original,0.0,0.0,0,10531791,300,3.653333333333336,84.90000000000003,9,10531791,3.653333333333336,84.90000000000003,9
10556815,original,18.73262453531599,-7.29967534076826,269,10556815,300,14.4730383480826,13.661022615535927,226,10556815,-4.259586187233388,20.960697956304188,-43
10566339,original,20.022727272727277,-9.305909090909097,110,10566339,300,13.0293537414966,25.89155895691613,245,10566339,-6.993373531230677,35.197468047825225,135
10566884,original,16.432676985536663,24.99917702782713,563,10566884,300,15.021774193548389,21.34208436724566,248,10566884,-1.4109027919882742,-3.657092660581469,-315
10570810,original,16.341831357048747,22.589466403162078,276,10570810,300,12.679896462467646,27.02731233822263,244,10570810,-3.661934894581101,4.437845935060551,-32
10586998,original,14.28800959232614,20.13298960831338,278,10586998,300,11.632740458015267,34.9942251908397,262,10586998,-2.655269134310874,14.86123558252632,-16
10609712,original,10.412000000000003,41.4308813559322,354,10609712,300,8.757210231814547,50.61663335997869,278,10609712,-1.6547897681854558,9.185752004046492,-76
10631503,original,11.604074074074074,29.67833333333334,270,10631503,300,13.280737704918035,17.954357923497298,244,10631503,1.6766636308439615,-11.723975409836044,-26
10633416,original,11.998531746031748,37.09160714285716,378,10633416,300,11.698915906788248,35.10500000000002,282,10633416,-0.29961583924350066,-1.9866071428571388,-96
10637430,original,17.348927816369677,19.417055270311096,301,10637430,300,14.267864012525163,20.323987922165117,263,10637430,-3.081063803844515,0.9069326518540208,-38
10638529,original,9.4965306122449,51.91275510204082,294,10638529,300,9.86981846473029,42.18627679806363,241,10638529,0.3732878524853902,-9.726478303977188,-53
10638544,original,11.669683520599254,35.17463764044945,267,10638544,300,10.397372262773722,39.28882650196522,274,10638544,-1.2723112578255318,4.114188861515771,7
10638545,original,10.699666666666669,41.86200000000002,264,10638545,300,11.497631408176513,33.38416288124597,268,10638545,0.7979647415098441,-8.477837118754053,4
10646917,original,13.49517385444744,31.34852897574126,371,10646917,300,12.934509803921571,29.045294117647074,255,10646917,-0.5606640505258689,-2.3032348580941857,-116
10684486,original,9.553333333333335,42.60000000000002,162,10684486,300,9.947678571428572,39.087706043956075,224,10684486,0.39434523809523725,-3.5122939560439477,62
10702628,original,14.931326530612246,19.181887755102053,245,10702628,300,14.386354166666667,17.25100694444444,256,10702628,-0.544972363945579,-1.9308808106576123,11
10749179,original,12.56515748373102,37.82035227765729,461,10749179,300,14.109700460829497,25.45419354838714,248,10749179,1.5445429770984767,-12.366158729270154,-213
10749584,original,10.294992381622126,40.73215717299581,864,10749584,300,9.684297664312876,39.0148441064639,263,10749584,-0.6106947173092507,-1.717313066531915,-601
10750994,original,0.0,0.0,0,10750994,300,15.420324153757893,16.184909638554217,249,10750994,15.420324153757893,16.184909638554217,249
10752261,original,6.666286195286197,64.90165151515154,297,10752261,300,11.162250839865624,41.47026315789478,282,10752261,4.495964644579427,-23.431388357256765,-15
10755829,original,17.597758620689657,11.938936781609215,145,10755829,300,14.963435948361472,12.624081429990099,265,10755829,-2.634322672328185,0.6851446483808843,120
10758268,original,10.430675268817204,41.82557419354842,375,10758268,300,8.63625,46.2807309322034,236,10758268,-1.7944252688172035,4.455156738654978,-139
10761379,original,9.840050607287452,44.01284412955465,208,10761379,300,11.553754940711464,31.820197628458544,253,10761379,1.7137043334240118,-12.192646501096107,45
10761542,original,11.999148629148632,29.3525853775854,308,10761542,300,10.029778325123157,42.83114942528735,232,10761542,-1.9693703040254746,13.478564047701951,-76
10766409,original,10.633018372703415,43.96261592300962,254,10766409,300,11.716384253316217,34.12268934531451,246,10766409,1.0833658806128028,-9.83992657769511,-8
10771256,original,15.287851027397263,9.835338184931516,219,10771256,300,12.417669172932332,28.59487468671682,266,10771256,-2.8701818544649313,18.759536501785306,47
10771257,original,10.169185645272602,43.39602369450199,322,10771257,300,10.304039744302393,37.535870622568126,257,10771257,0.13485409902979129,-5.8601530719338655,-65
10774734,original,9.172188967136151,45.109973591549306,426,10774734,300,11.474530038759692,27.15621366279072,258,10774734,2.302341071623541,-17.953759928758586,-168
10776840,original,14.115205574912896,27.942192799070853,287,10776840,300,13.965833333333336,17.64375000000001,204,10776840,-0.14937224157955953,-10.298442799070841,-83
10792051,original,18.38404320987654,-0.6743055555555486,243,10792051,300,15.799807692307692,10.728942307692336,260,10792051,-2.5842355175688496,11.403247863247884,17
10794519,original,8.315519480519484,56.436136363636365,330,10794519,300,9.284068750000003,46.73905625000003,256,10794519,0.9685492694805191,-9.697080113636332,-74
10794582,original,13.905431716546268,24.05286377708981,306,10794582,300,14.424658008658014,19.074129870129866,231,10794582,0.5192262921117461,-4.978733906959945,-75
10796861,original,16.398668831168834,11.778717532467539,308,10796861,300,16.386215139442232,11.970760036776,251,10796861,-0.012453691726602045,0.1920425043084606,-57
10804009,original,11.44164964650432,38.15472505891597,268,10804009,300,11.713247535596935,31.243430996714153,249,10804009,0.2715978890926145,-6.911294062201819,-19
10828925,original,10.895172413793102,36.81591511936344,290,10828925,300,10.796619318181822,38.38190340909094,256,10828925,-0.09855309561127967,1.5659882897274997,-34
10834621,original,13.752106227106228,23.480393772893763,273,10834621,300,12.34984483681113,29.165955056179797,267,10834621,-1.4022613902950987,5.6855612832860345,-6
10836830,original,13.92535519125683,19.36873406193081,244,10836830,300,12.70448979591837,24.757414965986413,245,10836830,-1.2208653953384605,5.3886809040556045,1
10843150,original,14.85200460829493,9.61526881720431,248,10843150,300,13.087544724351954,21.390418948521386,249,10843150,-1.7644598839429761,11.775150131317076,1
10850618,original,10.996883116883119,47.00818181818184,242,10850618,300,9.189507299270073,49.5127767639903,274,10850618,-1.807375817613046,2.5045949458084635,32
10851456,original,13.678319327731092,31.60029411764708,136,10851456,300,13.237866666666669,24.89137777777779,250,10851456,-0.44045266106442327,-6.70891633986929,114
10871751,original,14.221646469746698,29.718008709921747,699,10871751,300,11.331036866359447,34.85881720430109,248,10871751,-2.890609603387251,5.140808494379343,-451
10871793,original,0.0,0.0,0,10871793,300,8.345322580645163,62.837983870967776,31,10871793,8.345322580645163,62.837983870967776,31
10882505,original,13.468733153638816,29.964788858939812,371,10882505,300,12.359022556390979,34.0149248120301,294,10882505,-1.1097105972478367,4.05013595309029,-77
10883654,original,13.155324675324675,26.86846320346322,308,10883654,300,13.657138882448411,18.42736378390913,227,10883654,0.5018142071237364,-8.441099419554092,-81
10909325,original,11.184615384615388,45.7470512820513,260,10909325,300,9.667293233082706,48.31367167919802,266,10909325,-1.5173221515326816,2.566620397146721,6
10909914,original,14.176374394835939,20.789429800968264,338,10909914,300,10.460050895050895,41.03780537030539,259,10909914,-3.7163234997850445,20.248375569337128,-79
10921423,original,17.323040293040297,6.883070818070848,182,10921423,300,3.653333333333336,84.90000000000003,9,10921423,-13.66970695970696,78.01692918192919,-173
10922655,original,11.73418884664132,36.95833438952263,263,10922655,300,11.733090225563913,34.6309887218045,266,10922655,-0.0010986210774071026,-2.3273456677181343,3
10948001,original,16.714305054151627,16.343322803850782,277,10948001,300,12.350136729724667,32.85998314291069,281,10948001,-4.364168324426959,16.51666033905991,4
10953332,original,15.717818181818181,15.02739393939396,275,10953332,300,14.510871774029667,15.306283275756982,259,10953332,-1.2069464077885144,0.27888933636302227,-16
10954065,original,0.0,0.0,0,10954065,300,7.818888888888889,71.06500000000001,18,10954065,7.818888888888889,71.06500000000001,18
10959252,original,15.16129411764706,12.5565294117647,250,10959252,300,16.40116678770274,2.9338779956427175,243,10959252,1.2398726700556786,-9.622651416121982,-7
10962309,original,23.20415789473684,-17.15389473684209,152,10962309,300,12.709030075187972,27.633996240601505,266,10962309,-10.49512781954887,44.787890977443595,114
10976826,original,16.004619341563792,16.3849537037037,243,10976826,300,14.040873893805308,19.55476216814162,226,10976826,-1.963745447758484,3.1698084644379207,-17
10980176,original,12.105185185185185,30.469871794871835,324,10980176,300,10.90268343815514,34.3771139063592,265,10980176,-1.2025017470300448,3.9072421114873634,-59
10985531,original,12.97131883259912,27.334246971365644,227,10985531,300,14.993444148936167,13.727187500000042,235,10985531,2.0221253163370463,-13.607059471365602,8
10994242,original,14.906081081081084,21.14398648648651,185,10994242,300,13.514127324749648,21.22857773009062,233,10994242,-1.3919537563314357,0.08459124360410897,48
10997180,original,12.675109231853419,25.076004228329822,258,10997180,300,13.981851648351647,19.131898351648402,273,10997180,1.3067424164982278,-5.944105876681419,15
10997181,original,13.869241634437532,24.968523625357335,313,10997181,300,13.228233840304181,23.644403992395468,263,10997181,-0.6410077941333512,-1.3241196329618674,-50
11004700,original,14.277857142857144,21.32250000000002,225,11004700,300,8.849965277777777,48.5003587962963,256,11004700,-5.427891865079367,27.177858796296277,31
11008647,original,17.95717590361446,19.538125301204843,747,11008647,300,12.400488451344192,32.21776031806138,278,11008647,-5.556687452270268,12.679635016856537,-469
11033882,original,11.7900623885918,31.178462566844956,255,11033882,300,13.378775510204083,19.923129251700715,245,11033882,1.5887131216122832,-11.255333315144242,-10
11035386,original,16.02673076923077,9.102019230769258,260,11035386,300,15.611880230611867,9.662425144132413,283,11035386,-0.41485053861890364,0.5604059133631552,23
11046790,original,14.89646875,18.659989583333356,256,11046790,300,14.085609177215193,20.45854034810128,237,11046790,-0.8108595727848069,1.7985507647679242,-19
11051669,original,13.046900826446283,37.44186639118459,121,11051669,300,13.204063492063494,30.31871428571432,252,11051669,0.1571626656172107,-7.123152105470268,131
11054558,original,19.7637037037037,1.4566666666666777,135,11054558,300,12.90077539527832,25.349980506822618,243,11054558,-6.862928308425381,23.89331384015594,108
11056451,original,13.958545454545455,27.640484848484874,275,11056451,300,11.749340659340664,32.87756410256412,260,11056451,-2.2092047952047906,5.237079254079248,-15
11056492,original,15.092656835205993,16.578086376404514,267,11056492,300,12.971308520599251,31.787075140449446,267,11056492,-2.121348314606742,15.208988764044932,0
11064762,original,11.673393443768784,34.89962256238209,753,11064762,300,9.668849816849818,39.63448351648353,273,11064762,-2.0045436269189665,4.7348609541014355,-480
11064885,original,11.465497352668255,39.16858899947238,901,11064885,300,11.8846218487395,30.041750700280147,238,11064885,0.4191244960712446,-9.12683829919223,-663
11065504,original,14.42566037735849,20.683635703918753,212,11065504,300,14.435584329349268,16.403301239486524,251,11065504,0.009923951990778335,-4.280334464432229,39
11071679,original,19.288952095808387,6.344645708582846,167,11071679,300,15.517304391721357,7.813910482921102,283,11071679,-3.77164770408703,1.4692647743382565,116
11073636,original,14.049874429223745,26.837277397260294,219,11073636,300,12.362819699852043,29.769302473050118,249,11073636,-1.6870547293717024,2.9320250757898236,30
11073793,original,12.79146743020759,23.91793843951328,254,11073793,300,12.687670967741937,21.76700645161293,248,11073793,-0.10379646246565244,-2.15093198790035,-6
11075399,original,16.629803921568627,6.114117647058862,255,11075399,300,18.3634375,-1.5198798076922913,256,11075399,1.7336335784313732,-7.633997454751153,1
11076394,original,14.378481498194947,22.811548962093866,277,11076394,300,11.084545454545456,35.022272727272764,240,11076394,-3.2939360436494916,12.210723765178898,-37
11079993,original,15.562500000000004,9.758665254237314,59,11079993,300,3.653333333333336,84.90000000000003,9,11079993,-11.909166666666668,75.14133474576272,-50
11090238,original,22.66459798994975,-8.357809882747034,199,11090238,300,18.498614008941875,1.9450447093889807,244,11090238,-4.1659839810078765,10.302854592136015,45
11103084,original,13.086439393939397,25.72965909090908,330,11103084,300,12.438430410790929,25.647153075822615,233,11103084,-0.6480089831484683,-0.08250601508646582,-97
11103102,original,15.126706008583696,21.194894492131624,233,11103102,300,13.787622523461938,19.451520681265237,274,11103102,-1.3390834851217583,-1.7433738108663874,41
11109034,original,14.607952755905515,25.131020593579677,254,11109034,300,13.165103761348899,26.105701469952464,257,11109034,-1.4428489945566163,0.974680876372787,3
11128707,original,12.560458149779738,31.964534508076383,227,11128707,300,14.371188674639981,17.278247498169407,241,11128707,1.8107305248602437,-14.686287009906977,14
11142987,original,21.954545454545457,-42.74818181818179,11,11142987,300,12.817579976303321,26.655374703791495,211,11142987,-9.136965478242136,69.40355652197329,200
11145074,original,12.065611015490536,29.677108433734958,249,11145074,300,10.604258298755187,36.92071663208853,241,11145074,-1.4613527167353482,7.24360819835357,-8
11150112,original,9.701932773109245,50.44012605042016,238,11150112,300,11.179690140845072,40.201577464788755,284,11150112,1.4777573677358262,-10.238548585631406,46
11165733,original,16.941882258710454,10.35340808970767,227,11165733,300,15.998719211822664,9.875344827586218,232,11165733,-0.9431630468877898,-0.4780632621214522,5
11170448,original,11.925883733055269,35.70413321167885,411,11170448,300,10.849620733249054,36.44441002949853,226,11170448,-1.0762629998062145,0.7402768178196766,-185
11189967,original,11.85828016643551,36.25242718446603,206,11189967,300,13.234871794871793,25.902350427350456,260,11189967,1.3765916284362838,-10.350076757115573,54
11189971,original,14.871205776173287,21.33465463297236,277,11189971,300,14.838503959276018,13.279565893665165,221,11189971,-0.032701816897269254,-8.055088739307195,-56
11194250,original,16.215192982456145,5.88068421052634,228,11194250,300,12.956323788546257,22.387877753303997,227,11194250,-3.258869193909888,16.507193542777657,-1
11219091,original,14.054221311475413,21.462807377049216,244,11219091,300,13.313747289572245,24.63899467770554,267,11219091,-0.740474021903168,3.1761873006563235,23
11219141,original,11.703207038123168,35.45081055718478,341,11219141,300,11.204513648596699,33.79634627707293,289,11219141,-0.49869338952646913,-1.6544642801118528,-52
11219146,original,9.535495129870132,56.5526325757576,704,11219146,300,8.99234532374101,47.096959232613926,278,11219146,-0.5431498061291222,-9.455673343143673,-426
11224440,original,14.44601986754967,18.38664569536425,151,11224440,300,15.044896907216494,15.992843642611717,291,11224440,0.5988770396668244,-2.393802052752534,140
11224573,original,14.04989473684211,22.454684210526352,300,11224573,300,14.473454545454548,23.948848484848497,275,11224573,0.42355980861243836,1.494164274322145,-25
11240793,original,16.359017704169048,10.150930896630541,309,11240793,300,15.163387423935095,10.655649087221093,232,11240793,-1.195630280233953,0.5047181905905518,-77
11251114,original,14.974678624813155,31.83353761833584,223,11251114,300,14.43593406593407,24.641923076923092,260,11251114,-0.5387445588790847,-7.191614541412747,37
11260535,original,14.268221778221779,22.235869130869162,364,11260535,300,14.53755144032922,14.880648148148168,243,11260535,0.2693296621074417,-7.355220982720994,-121
11262731,original,12.318509597971751,27.065928105758786,251,11262731,300,12.377811059907835,27.353978494623675,248,11262731,0.059301461936083655,0.2880503888648889,-3
11264943,original,11.6608394954328,34.145948238364525,242,11264943,300,12.667552213868003,27.865751879699275,252,11264943,1.0067127184352032,-6.2801963586652505,10
11267105,original,11.065652173913048,43.03775362318842,230,11267105,300,11.6711002962336,40.51302369868813,278,11267105,0.6054481223205528,-2.524729924500292,48
11272663,original,18.69788461538462,1.5283653846153982,182,11272663,300,14.810869565217395,16.18644927536235,230,11272663,-3.887015050167225,14.658083890746951,48
11275105,original,16.296910891089112,14.20031683168321,202,11275105,300,11.733158273381296,35.699161870503616,278,11275105,-4.5637526177078165,21.498845038820406,76
11282469,original,16.029108527131786,18.435755813953534,258,11282469,300,13.628697308883073,23.230157180281026,247,11282469,-2.4004112182487134,4.794401366327492,-11
11284621,original,11.54784280936455,32.753135451505045,598,11284621,300,11.5468893129771,31.72099554707384,262,11284621,-0.0009534963874493485,-1.0321399044312045,-336
11297483,original,14.846470588235295,19.84264705882356,298,11297483,300,14.818728918140685,18.784292472233687,286,11297483,-0.027741670094609816,-1.0583545865898714,-12
11297559,original,16.717206851119894,8.725849802371556,207,11297559,300,14.422964211618257,18.4851517116183,241,11297559,-2.294242639501636,9.759301909246744,34
11302934,original,17.518695308381663,3.9395295202951957,271,11302934,300,12.881666666666668,26.752500000000055,270,11302934,-4.637028641714995,22.81297047970486,-1
11302947,original,10.88880681818182,37.72096590909092,256,11302947,300,12.673043478260873,25.499130434782614,275,11302947,1.7842366600790527,-12.221835474308307,19
11318764,original,10.942500000000003,52.232500000000044,160,11318764,300,11.378170180722893,41.20532756024096,249,11318764,0.4356701807228909,-11.027172439759084,89
11321919,original,10.589780487804877,36.17849186991873,287,11321919,300,9.94617054263566,39.07111627906977,258,11321919,-0.6436099451692172,2.89262440915104,-29
11323962,original,17.06841530054645,8.906502732240483,366,11323962,300,14.415294117647061,18.4288235294118,255,11323962,-2.6531211828993904,9.522320797171318,-111
11326099,original,18.775275862068963,-3.390189655172378,203,11326099,300,13.458803756796836,23.081199538638998,289,11326099,-5.316472105272126,26.471389193811376,86
11327814,original,8.189754110502147,49.352438897941056,314,11327814,300,11.573629424011106,33.296891047883435,262,11327814,3.383875313508959,-16.05554785005762,-52
11338012,original,19.600439560439558,4.153846153846189,195,11338012,300,13.557630477868312,20.265694780885298,239,11338012,-6.042809082571246,16.11184862703911,44
11343829,original,12.114858934169284,31.850909090909113,385,11343829,300,11.685314851485149,32.87181386138619,303,11343829,-0.429544082684135,1.020904770477074,-82
11350623,original,12.767022709117885,33.03390277302296,762,11350623,300,12.532242424242426,28.723363636363644,264,11350623,-0.234780284875459,-4.310539136659315,-498
11351382,original,16.27740740740741,21.108333333333377,216,11351382,300,13.383893740902476,21.76648592916061,229,11351382,-2.8935136665049335,0.6581525958272323,13
11363871,original,12.476474603493276,36.31045974703875,293,11363871,300,10.006654135338348,49.56781954887222,280,11363871,-2.4698204681549285,13.257359801833474,-13
11364141,original,12.380650406504063,30.64138211382115,246,11364141,300,13.532418936446177,23.47223843493302,257,11364141,1.1517685299421139,-7.169143678888133,11
11368128,original,17.630668202764983,0.21064516129032995,248,11368128,300,13.61368421052632,23.051052631578955,273,11368128,-4.016983992238664,22.840407470288625,25
11377050,original,13.729844947735195,22.185429442508735,287,11377050,300,13.39276275768841,20.82134420412305,269,11377050,-0.33708219004678597,-1.3640852383856839,-18
11379378,original,14.604400000000002,20.041533333333348,250,11379378,300,14.9922830741492,14.920730223123769,261,11379378,0.3878830741491974,-5.120803110209579,11
11392186,original,12.936095873486533,22.28448480355823,213,11392186,300,16.498154761904768,-1.0559325396825159,224,11392186,3.5620588884182354,-23.340417343240745,11
11392575,original,12.736398678414101,37.44163179148313,227,11392575,300,12.173261466920312,31.128338617628458,249,11392575,-0.5631372114937889,-6.3132931738546745,22
11419452,original,7.469881422924903,60.12798418972332,345,11419452,300,10.112818825910932,40.889363191632924,247,11419452,2.6429374029860284,-19.238620998090397,-98
11419535,original,14.058388030888032,32.71324485199489,777,11419535,300,12.921017811704836,28.35042408821039,262,11419535,-1.1373702191831967,-4.362820763784498,-515
