pmcid_orig,version_orig,flesch_kincaid_orig,reading_ease_orig,word_count_orig,has_full_text_orig,pmcid_250,version_250,flesch_kincaid_250,reading_ease_250,word_count_250,has_full_text_250,pmcid,delta_flesch_kincaid,delta_reading_ease,delta_word_count
10771256,original,15.287851027397263,9.835338184931516,219,True,10771256,250,12.423638075313807,27.275624476987474,239,True,10771256,-2.864212952083456,17.44028629205596,20
10771257,original,10.169185645272602,43.39602369450199,322,True,10771257,250,9.827446024223278,38.523816043531696,211,True,10771257,-0.3417396210493244,-4.872207650970296,-111
10776840,original,14.115205574912896,27.942192799070853,287,True,10776840,250,13.727905655015633,18.328056265984685,207,True,10776840,-0.38729991989726287,-9.614136533086167,-80
10792051,original,18.38404320987654,-0.6743055555555486,243,True,10792051,250,16.155219298245616,4.618618421052645,228,True,10792051,-2.2288239116309256,5.2929239766081935,-15
10796861,original,16.398668831168834,11.778717532467539,308,True,10796861,250,16.192514997692662,10.868440239963093,197,True,10796861,-0.2061538334761721,-0.9102772925044462,-111
10804009,original,11.44164964650432,38.15472505891597,268,True,10804009,250,11.329721362229105,32.95769349845202,204,True,10804009,-0.11192828427521562,-5.197031560463955,-64
10828925,original,10.895172413793102,36.81591511936344,290,True,10828925,250,11.165794016110475,34.1968843498274,237,True,10828925,0.2706216023173731,-2.619030769536039,-53
10834621,original,13.752106227106228,23.480393772893763,273,True,10834621,250,11.907450090744103,31.440453720508174,232,True,10834621,-1.8446561363621257,7.960059947614411,-41
10850618,original,10.996883116883119,47.00818181818184,242,True,10850618,250,9.929773755656111,47.02552036199097,221,True,10850618,-1.0671093612270077,0.01733854380913158,-21
10851456,original,13.678319327731092,31.60029411764708,136,True,10851456,250,13.312867924528305,18.49581132075474,212,True,10851456,-0.3654514032027869,-13.104482796892341,76
10909325,original,11.184615384615388,45.7470512820513,260,True,10909325,250,12.400133037694015,39.35323725055434,205,True,10909325,1.2155176530786278,-6.393814031496959,-55
10922655,original,11.73418884664132,36.95833438952263,263,True,10922655,250,12.018550724637684,31.654251207729487,230,True,10922655,0.28436187799636414,-5.304083181793146,-33
10953332,original,15.717818181818181,15.02739393939396,275,True,10953332,250,14.416465012545302,13.810518539169237,211,True,10953332,-1.301353169272879,-1.2168754002247226,-64
10962309,original,23.20415789473684,-17.15389473684209,152,True,10962309,250,12.606341991341996,27.539036796536806,231,True,10962309,-10.597815903394846,44.692931533378896,79
10976826,original,16.004619341563792,16.3849537037037,243,True,10976826,250,14.108250000000002,16.711750000000023,192,True,10976826,-1.8963693415637906,0.32679629629632245,-51
10980176,original,12.105185185185185,30.469871794871835,324,True,10980176,250,10.464891304347827,37.103568840579726,230,True,10980176,-1.6402938808373584,6.6336970457078905,-94
10994242,original,14.906081081081084,21.14398648648651,185,True,10994242,250,12.635370370370374,25.846666666666664,216,True,10994242,-2.270710710710709,4.7026801801801525,31
10997180,original,12.675109231853419,25.076004228329822,258,True,10997180,250,13.284761904761904,21.98246031746035,224,True,10997180,0.609652672908485,-3.093543910869471,-34
10997181,original,13.869241634437532,24.968523625357335,313,True,10997181,250,12.526213635354207,27.472944703531,237,True,10997181,-1.3430279990833256,2.5044210781736638,-76
11004700,original,14.277857142857144,21.32250000000002,225,True,11004700,250,8.056385336743393,53.100038363171365,204,True,11004700,-6.221471806113751,31.777538363171345,-21
11033882,original,11.7900623885918,31.178462566844956,255,True,11033882,250,13.234148514851487,18.169638613861395,202,True,11033882,1.4440861262596876,-13.008823952983562,-53
11035386,original,16.02673076923077,9.102019230769258,260,True,11035386,250,15.430065359477126,10.839117647058856,252,True,11035386,-0.5966654097536441,1.737098416289598,-8
11046790,original,14.89646875,18.659989583333356,256,True,11046790,250,14.230428571428575,18.482,200,True,11046790,-0.666040178571425,-0.1779895833333569,-56
11051669,original,13.046900826446283,37.44186639118459,121,True,11051669,250,13.122929292929296,33.03772727272727,198,True,11051669,0.07602846648301309,-4.404139118457323,77
11054558,original,19.7637037037037,1.4566666666666777,135,True,11054558,250,13.305393073117102,22.090651456844427,214,True,11054558,-6.458310630586599,20.63398479017775,79
11056451,original,13.958545454545455,27.640484848484874,275,True,11056451,250,11.34187554585153,34.140760917030605,229,True,11056451,-2.6166699086939254,6.50027606854573,-46
11056492,original,15.092656835205993,16.578086376404514,267,True,11056492,250,12.590960591133005,34.30724137931037,232,True,11056492,-2.5016962440729884,17.729155002905856,-35
11071679,original,19.288952095808387,6.344645708582846,167,True,11071679,250,14.108283546704605,14.724174964438134,222,True,11071679,-5.180668549103782,8.379529255855289,55
11073636,original,14.049874429223745,26.837277397260294,219,True,11073636,250,13.146475938967136,24.519995598591578,213,True,11073636,-0.9033984902566097,-2.3172817986687164,-6
11075399,original,16.629803921568627,6.114117647058862,255,True,11075399,250,18.32880434782609,-5.62157608695648,207,True,11075399,1.699000426257463,-11.735693734015342,-48
11076394,original,14.378481498194947,22.811548962093866,277,True,11076394,250,12.145849673202616,30.613529411764716,216,True,11076394,-2.232631824992332,7.80198044967085,-61
11090238,original,22.66459798994975,-8.357809882747034,199,True,11090238,250,18.065,4.730000000000018,176,True,11090238,-4.59959798994975,13.087809882747052,-23
11103084,original,13.086439393939397,25.72965909090908,330,True,11103084,250,12.18207083128382,27.784203148057088,214,True,11103084,-0.9043685626555771,2.054544057148007,-116
11103102,original,15.126706008583696,21.194894492131624,233,True,11103102,250,12.59833219412167,26.39343814080658,231,True,11103102,-2.528373814462025,5.198543648674956,-2
11109034,original,14.607952755905515,25.131020593579677,254,True,11109034,250,13.488140822784814,24.74208465189875,237,True,11109034,-1.119811933120701,-0.38893594168092704,-17
11128707,original,12.560458149779738,31.964534508076383,227,True,11128707,250,13.548148148148154,21.97416666666669,216,True,11128707,0.9876899983684169,-9.990367841409693,-11
11142987,original,21.954545454545457,-42.74818181818179,11,True,11142987,250,11.957827956989252,31.416741935483913,186,True,11142987,-9.996717497556205,74.1649237536657,175
11145074,original,12.065611015490536,29.677108433734958,249,True,11145074,250,10.890831426392069,36.385537757437106,207,True,11145074,-1.174779589098467,6.708429323702148,-42
11150112,original,9.701932773109245,50.44012605042016,238,True,11150112,250,13.000616740088105,32.95559132497462,227,True,11150112,3.29868396697886,-17.484534725445542,-11
11165733,original,16.941882258710454,10.35340808970767,227,True,11165733,250,15.896443298969075,9.887689003436464,194,True,11165733,-1.0454389597413787,-0.46571908627120706,-33
11189967,original,11.85828016643551,36.25242718446603,206,True,11189967,250,13.275000000000002,23.932500000000033,216,True,11189967,1.4167198335644926,-12.319927184465996,10
11189971,original,14.871205776173287,21.33465463297236,277,True,11189971,250,15.002099358974363,9.212379807692287,195,True,11189971,0.13089358280107533,-12.122274825280073,-82
11219091,original,14.054221311475413,21.462807377049216,244,True,11219091,250,13.240588235294119,24.02205882352942,228,True,11219091,-0.8136330761812935,2.5592514464802036,-16
11224440,original,14.44601986754967,18.38664569536425,151,True,11224440,250,14.95201945345067,14.476005094951404,254,True,11224440,0.5059995859010016,-3.9106406004128473,103
11224573,original,14.04989473684211,22.454684210526352,300,True,11224573,250,13.239331797235021,27.750426267281142,217,True,11224573,-0.8105629396070881,5.29574205675479,-83
11240793,original,16.359017704169048,10.150930896630541,309,True,11240793,250,15.32248275862069,9.312459770114941,203,True,11240793,-1.0365349455483575,-0.8384711265156,-106
11251114,original,14.974678624813155,31.83353761833584,223,True,11251114,250,15.341937198067633,21.937543478260892,207,True,11251114,0.3672585732544782,-9.895994140074947,-16
11262731,original,12.318509597971751,27.065928105758786,251,True,11262731,250,11.702574235807859,31.554734716157242,229,True,11262731,-0.6159353621638921,4.488806610398456,-22
11264943,original,11.6608394954328,34.145948238364525,242,True,11264943,250,12.314262440758299,30.26390550947869,211,True,11264943,0.6534229453254987,-3.8820427288858355,-31
11267105,original,11.065652173913048,43.03775362318842,230,True,11267105,250,11.905793103448275,37.25185057471268,232,True,11267105,0.8401409295352273,-5.785903048475745,2
11272663,original,18.69788461538462,1.5283653846153982,182,True,11272663,250,14.739408866995074,17.201148162182676,203,True,11272663,-3.958475748389546,15.672782777567278,21
11275105,original,16.296910891089112,14.20031683168321,202,True,11275105,250,11.567179487179487,35.286153846153866,234,True,11275105,-4.729731403909625,21.085837014470656,32
11282469,original,16.029108527131786,18.435755813953534,258,True,11282469,250,13.96936170212766,22.813333333333333,235,True,11282469,-2.059746825004126,4.377577519379798,-23
11297483,original,14.846470588235295,19.84264705882356,298,True,11297483,250,15.371739130434786,16.366872909699026,230,True,11297483,0.5252685421994912,-3.4757741491245326,-68
11297559,original,16.717206851119894,8.725849802371556,207,True,11297559,250,14.360057720057718,17.29818181818186,198,True,11297559,-2.357149131062176,8.572332015810304,-9
11302934,original,17.518695308381663,3.9395295202951957,271,True,11302934,250,12.520810394186302,27.699167584232583,239,True,11302934,-4.99788491419536,23.759638063937388,-32
11302947,original,10.88880681818182,37.72096590909092,256,True,11302947,250,11.905475194261808,29.97705718270572,239,True,11302947,1.0166683760799877,-7.7439087263852,-17
11323962,original,17.06841530054645,8.906502732240483,366,True,11323962,250,14.354148230088498,17.30874446902658,226,True,11323962,-2.7142670704579537,8.402241736786095,-140
11326099,original,18.775275862068963,-3.390189655172378,203,True,11326099,250,12.95684210526316,24.76052631578949,241,True,11326099,-5.818433756805803,28.15071597096187,38
11327814,original,8.189754110502147,49.352438897941056,314,True,11327814,250,12.172567091352672,30.526749796692883,217,True,11327814,3.9828129808505253,-18.825689101248173,-97
11338012,original,19.600439560439558,4.153846153846189,195,True,11338012,250,13.438151815181524,18.705830583058315,202,True,11338012,-6.162287745258034,14.551984429212126,7
11343829,original,12.114858934169284,31.850909090909113,385,True,11343829,250,10.597103538663173,37.57631498470951,218,True,11343829,-1.5177553955061107,5.725405893800399,-167
11351382,original,16.27740740740741,21.108333333333377,216,True,11351382,250,12.423706467661695,25.87993781094528,201,True,11351382,-3.853700939745714,4.771604477611902,-15
11363871,original,12.476474603493276,36.31045974703875,293,True,11363871,250,11.462087676272226,42.52790772532191,233,True,11363871,-1.0143869272210502,6.217447978283161,-60
11364141,original,12.380650406504063,30.64138211382115,246,True,11364141,250,13.441930555555558,23.737562500000024,225,True,11364141,1.0612801490514947,-6.903819613821128,-21
11368128,original,17.630668202764983,0.21064516129032995,248,True,11368128,250,12.74756879575865,28.080610956829105,233,True,11368128,-4.883099407006334,27.869965795538775,-15
11377050,original,13.729844947735195,22.185429442508735,287,True,11377050,250,12.645747474747477,22.031954545454568,198,True,11377050,-1.0840974729877182,-0.15347489705416706,-89
11379378,original,14.604400000000002,20.041533333333348,250,True,11379378,250,14.115043202764976,18.02113623271893,217,True,11379378,-0.48935679723502545,-2.0203971006144172,-33
11392186,original,12.936095873486533,22.28448480355823,213,True,11392186,250,15.239097222222224,6.845312500000006,189,True,11392186,2.303001348735691,-15.439172303558223,-24
11392575,original,12.736398678414101,37.44163179148313,227,True,11392575,250,12.080125000000002,31.25237500000003,192,True,11392575,-0.6562736784140988,-6.189256791483103,-35
11419452,original,7.469881422924903,60.12798418972332,345,True,11419452,250,9.728432028329728,42.42878024788513,221,True,11419452,2.2585506054048246,-17.699203941838192,-124
11422119,original,12.690000000000001,25.455000000000013,264,True,11422119,250,14.021682769726247,11.261159420289886,216,True,11422119,1.331682769726246,-14.193840579710127,-48
11432297,original,22.112046511627913,-2.1996046511627867,172,True,11432297,250,14.296069169960472,15.098016798418996,253,True,11432297,-7.815977341667441,17.297621449581783,81
11445981,original,12.532122431865826,39.197101886792495,477,True,11445981,250,11.136940528634362,35.43193061674009,227,True,11445981,-1.3951819032314638,-3.765171270052406,-250
11462327,original,12.000308641975309,33.07138888888892,324,True,11462327,250,12.36499484004128,30.316160990712092,255,True,11462327,0.36468619806597147,-2.755227898176827,-69
11463927,original,11.97921146953405,39.68632039365775,531,True,11463927,250,12.879406698564594,27.540513556618833,209,True,11463927,0.9001952290305439,-12.145806837038919,-322
11468343,original,11.005441176470594,34.79227375565611,272,True,11468343,250,10.638211393869287,34.503922064777356,247,True,11468343,-0.36722978260130645,-0.28835169087875556,-25
11481812,original,19.2004347826087,12.02572463768118,184,True,11481812,250,12.495172413793107,31.304568965517262,232,True,11481812,-6.705262368815593,19.278844327836083,48
11482247,original,13.628497709923668,16.01917404580152,262,True,11482247,250,12.747222553107008,20.630708755211458,219,True,11482247,-0.8812751568166597,4.611534709409938,-43
11486468,original,20.47324074074074,8.392083333333375,135,True,11486468,250,13.172666666666668,30.306333333333356,150,True,11486468,-7.3005740740740706,21.91424999999998,15
11490177,original,15.924705882352942,17.036470588235318,345,True,11490177,250,16.34,10.566666666666691,220,True,11490177,0.4152941176470577,-6.4698039215686265,-125
11508477,original,16.822140468227428,15.421772575250856,299,True,11508477,250,13.000746054519372,23.331879483500728,205,True,11508477,-3.821394413708056,7.9101069082498725,-94
11513392,original,12.008571428571429,33.987514124293824,295,True,11513392,250,10.519917440660478,38.7635758513932,204,True,11513392,-1.4886539879109506,4.776061727099375,-91
11523418,original,16.745578703703703,20.089479166666706,405,True,11523418,250,12.587380952380954,35.98678571428573,210,True,11523418,-4.158197751322749,15.897306547619024,-195
11523430,original,18.316656250000005,9.337718750000022,256,True,11523430,250,14.843939393939397,15.766678321678341,198,True,11523430,-3.4727168560606074,6.42895957167832,-58
11523493,original,10.331664388243336,47.57915071770336,209,True,11523493,250,11.274482758620692,40.0562931034483,232,True,11523493,0.9428183703773563,-7.522857614255059,23
11529789,original,16.655325419566108,5.252626552053499,349,True,11529789,250,13.059937768240342,22.17934871244637,233,True,11529789,-3.5953876513257654,16.92672216039287,-116
11536912,original,16.375035885167467,10.65919856459331,352,True,11536912,250,13.717950310559011,16.21920289855072,230,True,11536912,-2.6570855746084554,5.560004333957409,-122
11540434,original,13.247789757412402,27.053679245283035,212,True,11540434,250,12.09596618357488,28.823369565217433,207,True,11540434,-1.1518235738375218,1.7696903199343978,-5
11552294,original,10.223713339640494,40.97425496688746,302,True,11552294,250,12.256666666666668,26.582777777777807,196,True,11552294,2.032953327026174,-14.39147718910965,-106
11562753,original,13.079065934065937,26.100576923076943,195,True,11562753,250,13.739682971014492,19.599089673913085,207,True,11562753,0.6606170369485547,-6.5014872491638585,12
11581438,original,13.336003584229392,27.057338709677452,279,True,11581438,250,15.612901618929019,18.586176836861796,219,True,11581438,2.2768980346996273,-8.471161872815657,-60
11584224,original,12.807708502024294,32.56667746288801,247,True,11584224,250,14.469111111111111,14.837000000000018,198,True,11584224,1.6614026090868173,-17.72967746288799,-49
11593991,original,14.630652482269504,23.65300000000002,282,True,11593991,250,12.809544683257919,27.826172228506806,221,True,11593991,-1.8211077990115854,4.173172228506786,-61
11594069,original,17.087781690140847,25.24284624413147,355,True,11594069,250,11.760654761904764,35.17125000000004,192,True,11594069,-5.327126928236083,9.928403755868572,-163
11594544,original,12.661043771043772,30.520151515151554,324,True,11594544,250,12.810654761904761,25.381567460317513,224,True,11594544,0.14961099086098884,-5.138584054834041,-100
11600501,original,10.766398113675852,37.737549516008954,948,True,11600501,250,12.076058201058203,26.80333333333334,216,True,11600501,1.3096600873823512,-10.934216182675613,-732
11602850,original,14.025303454715221,20.91054621848744,252,True,11602850,250,14.015528384279477,21.769901018922894,229,True,11602850,-0.009775070435743771,0.8593548004354545,-23
11604241,original,10.525345911949689,40.57866876310274,318,True,11604241,250,8.940486815415827,46.62529411764706,255,True,11604241,-1.5848590965338616,6.046625354544318,-63
11620001,original,19.88550970873786,-1.6429975728154886,103,True,11620001,250,11.955246040723985,33.95105910633487,221,True,11620001,-7.930263668013875,35.594056679150356,118
11634001,original,11.297582480091013,43.057082859309844,293,True,11634001,250,10.87038348082596,39.490226155358926,226,True,11634001,-0.4271989992650518,-3.5668567039509185,-67
11637585,original,10.978194867333624,39.040163114397586,242,True,11637585,250,11.888685756240822,32.288466715614305,227,True,11637585,0.9104908889071979,-6.751696398783281,-15
11641758,original,13.420135396518376,29.287727272727295,188,True,11641758,250,11.312881057268726,40.90902790014687,227,True,11641758,-2.10725433924965,11.621300627419572,39
11645970,original,16.13372950819672,6.5537909836066035,244,True,11645970,250,14.588864569083448,12.993584131326969,215,True,11645970,-1.5448649391132712,6.439793147720366,-29
11668754,original,15.848809523809525,18.83785714285716,336,True,11668754,250,15.222554945054945,12.38673076923078,208,True,11668754,-0.6262545787545797,-6.45112637362638,-128
11669036,original,11.000204081632653,43.05029042386187,196,True,11669036,250,11.710392694063927,37.109150684931535,219,True,11669036,0.7101886124312742,-5.941139738930332,23
11677462,original,18.626402349486046,6.444136074400433,227,True,11677462,250,12.346190476190479,31.48214285714289,210,True,11677462,-6.280211873295567,25.038006782742457,-17
11684272,original,19.78820512820513,-8.218205128205113,195,True,11684272,250,12.186466165413535,28.690112781954923,224,True,11684272,-7.601738962791597,36.90831791016004,29
11685783,original,11.969681558935363,28.764002693282663,263,True,11685783,250,14.074701920678475,13.933774008480952,211,True,11685783,2.1050203617431116,-14.83022868480171,-52
11701169,original,15.616102800153438,21.477756041426943,237,True,11701169,250,14.252726449275364,15.920828804347849,207,True,11701169,-1.3633763508780739,-5.556927237079094,-30
11704547,original,13.5209127418766,38.4422234392114,249,True,11704547,250,12.065495495495497,38.974896049896046,222,True,11704547,-1.4554172463811028,0.5326726106846422,-27
11705742,original,16.4006914893617,12.357916666666682,235,True,11705742,250,12.393914728682173,27.478830749354046,215,True,11705742,-4.006776760679529,15.120914082687364,-20
11706080,original,17.03184523809524,17.282599206349232,224,True,11706080,250,12.43809318377912,28.760918895599673,244,True,11706080,-4.59375205431612,11.47831968925044,20
